Date,MinTemp,MaxTemp,Rainfall,Sunshine,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
2016-12-27,14.3,26.7,0,7.1,48,64,1014.3,7,19,No,Yes
2016-12-28,15.1,28.3,14.4,13.2,13,44,1013.4,5,27.4,Yes,No
2016-12-29,14.4,31.6,0,13.6,7,30,1014.2,2,30.3,No,No
2016-12-30,15.4,35,0,13,22,18,1015,1,34.3,No,No
2016-12-31,13.8,33.5,0,13.6,9,20,1015.6,1,32.2,No,No
2017-01-01,13.6,34.2,0,12.8,11,20,1011.6,6,31.8,No,No
2017-01-02,14.3,35,0,10.5,9,14,1008.7,1,33.6,No,No
2017-01-03,15.9,23.4,0,2.2,24,55,1016.3,7,22.3,No,No
2017-01-04,16.7,25.3,0,12.5,26,45,1013,7,23.9,No,No
2017-01-05,12.1,27.5,0,11.7,15,40,1007.4,2,26.8,No,No
2017-01-06,14.3,34.1,0,10.5,19,34,1003.3,1,31.9,No,No
2017-01-07,16.5,33.9,0,12.6,11,36,1009.5,1,31.3,No,No
2017-01-08,16.5,30.3,0,8.1,9,44,1013.4,1,28,No,No
2017-01-09,17.5,29.9,0,8.8,11,45,1015.9,1,27.9,No,No
2017-01-10,14.7,34.2,0,12.8,11,25,1013.3,1,32.2,No,No
2017-01-11,17.5,35.8,0,13.3,19,24,1006.5,1,34.5,No,No
2017-01-12,20.9,35.7,0,6.9,17,28,1003,2,34,No,Yes
2017-01-13,17,33.8,2,13.5,24,35,1001.8,3,31.8,Yes,No
2017-01-14,16,22.8,0,6,19,57,1012.3,6,21.6,No,No
2017-01-15,15.4,33.8,0,11.1,15,26,1009,1,31.7,No,No
2017-01-16,17.9,33.2,0,8.4,20,62,1006.1,7,23.5,No,Yes
2017-01-17,15.2,25.1,4.8,11.6,28,42,1015,1,23.9,Yes,No
2017-01-18,15.1,20.4,0,0.1,19,55,1015.8,8,19.4,No,Yes
2017-01-19,15.3,19.6,18.8,0,13,88,1006,8,18.6,Yes,Yes
2017-01-20,17.2,24.7,12.2,8.1,28,71,1004,8,21.9,Yes,No
2017-01-21,15.9,19.9,0.8,1.6,22,58,1012.1,7,18.6,No,No
2017-01-22,10,22.5,0,11.6,7,46,1016.8,2,22.2,No,No
2017-01-23,9.9,24.4,0,10.8,7,38,1019.2,4,22.7,No,No
2017-01-24,10.3,27.8,0,9.9,11,29,1018.1,6,26.3,No,No
2017-01-25,15.4,25.7,0,8.2,17,32,1016.9,7,24.6,No,No
2017-01-26,12.7,28.8,0,9,7,28,1012.4,5,28.3,No,No
2017-01-27,13.2,31.3,0,11.6,26,28,1009.5,4,30.7,No,No
2017-01-28,15.3,33.2,0,13.2,24,18,1012,1,32.1,No,No
2017-01-29,17.9,33.9,0,11.8,11,22,1014.6,1,32.3,No,No
2017-01-30,18,34.9,0,9.9,13,29,1013.7,6,33.1,No,Yes
2017-01-31,17.6,27.8,5.2,3.6,13,49,1012.8,8,26.3,Yes,Yes
2017-02-01,16,23.8,2.2,6.2,11,49,1017.1,7,22.9,Yes,No
2017-02-02,14.9,28.8,0,8.1,11,44,1014.5,2,27,No,No
2017-02-03,17.1,29.6,0,9.2,17,38,1012.8,7,29.1,No,Yes
2017-02-04,18.2,22.6,1.8,0,13,76,1011.5,8,22.1,Yes,Yes
2017-02-05,16.8,22.8,9,0.3,11,71,1007.8,8,21.5,Yes,No
2017-02-06,13.6,27.4,1,8,24,41,997.5,7,26.5,No,No
2017-02-07,14.5,24.2,0,5.9,20,76,998.9,7,20.3,No,Yes
2017-02-08,12.4,19.9,16.2,5.6,20,58,1005,7,18.7,Yes,No
2017-02-09,10.4,20.9,0,8.9,17,51,1006.8,6,18.7,No,No
2017-02-10,9.1,23.1,0,9.6,13,37,1011.4,7,21.4,No,No
2017-02-11,8.9,26,0,10.7,13,34,1011.7,5,24.2,No,Yes
2017-02-12,14.5,24.2,4.4,5.9,17,60,1006.8,5,22.6,Yes,Yes
2017-02-13,12.6,18.2,11,0.4,15,73,1011,8,16.8,Yes,No
2017-02-14,8.6,24.2,0.2,12.7,9,37,1015.1,1,22,No,No
2017-02-15,10.8,25.2,0,12.6,7,32,1016.7,1,24.3,No,No
2017-02-16,11.2,26.1,0,12.6,19,40,1020,1,24.7,No,No
2017-02-17,12.1,24.1,0,10.2,13,46,1021.4,1,22.5,No,No
2017-02-18,10.8,25.8,0,11.7,11,42,1017.4,4,24.1,No,No
2017-02-19,11.4,27.1,0,12.1,15,38,1012.8,2,26.1,No,No
2017-02-20,12,28.9,0,8.2,9,31,1009.1,7,28.6,No,Yes
2017-02-21,16.3,24.8,1.8,3.8,7,56,1008.4,7,24,Yes,Yes
2017-02-22,12.7,28.6,6.6,8.6,28,42,1002.3,5,27.4,Yes,No
2017-02-23,12.7,25.1,0,12.4,26,32,1005.4,1,24.5,No,No
2017-02-24,12,23.8,0,12.4,30,34,1007.2,1,22.9,No,No
2017-02-25,11.5,25.9,0,10.2,7,35,1014.3,2,24.3,No,No
2017-02-26,13,28.2,0,11.6,17,27,1014.4,6,27,No,No
2017-02-27,11.7,27.6,0,8.1,30,25,1009.1,6,26.8,No,No
2017-02-28,14.8,17.3,0,0.8,13,78,1009.9,7,15.3,No,Yes
2017-03-01,7.7,18.4,10.4,12,17,34,1014.5,1,16.8,Yes,No
2017-03-02,4.4,21.8,0,12.1,15,31,1019.3,1,20,No,No
2017-03-03,7.4,24.4,0,11.6,11,37,1023.2,2,22.1,No,No
2017-03-04,8.3,27.3,0,10.1,9,28,1020.4,1,25.5,No,No
2017-03-05,10.1,28.2,0,7.3,7,28,1018.2,7,27,No,No
2017-03-06,12,27.6,0,11,6,35,1022.2,1,26.2,No,No
2017-03-07,12.9,31.8,0,11.3,9,24,1019.3,3,30,No,No
2017-03-08,10.8,29.2,0,7.5,9,34,1017.7,7,27.7,No,Yes
2017-03-09,9.5,27.4,3,11.5,9,39,1020.7,7,24.9,Yes,No
2017-03-10,12.1,27.8,0,11.5,11,33,1023.1,1,27,No,No
2017-03-11,12.5,31.7,0,11.2,9,28,1020.4,1,30.1,No,No
2017-03-12,13.9,34.7,0,8.5,7,18,1019.3,3,32.7,No,No
2017-03-13,13.3,31.7,0.2,11,28,23,1017.6,5,30.7,No,No
2017-03-14,13.2,33.1,0,9.7,7,18,1017.7,1,31.7,No,No
2017-03-15,12.3,33.8,0,11.3,13,15,1019.1,1,32.7,No,No
2017-03-16,13.8,35.2,0,11.2,4,15,1019.3,2,34.1,No,No
2017-03-17,11.3,32.3,0,11.4,6,17,1020.7,2,30.5,No,No
2017-03-18,11.7,30.2,0,11.2,13,22,1020.6,0,28.8,No,No
2017-03-19,12.5,29.9,0,10.7,19,30,1018.8,1,29.2,No,No
2017-03-20,15.1,26.2,0,9.8,15,48,1018.7,4,24.5,No,No
2017-03-21,11.5,29.3,0,8,26,35,1009.4,7,27.6,No,No
2017-03-22,13,14.8,0,0,17,62,1019.3,8,13.9,No,No
2017-03-23,11.6,19.6,0,1.6,17,64,1021.8,8,17.9,No,No
2017-03-24,12.8,24.9,0,6.2,7,44,1019.3,6,24.2,No,No
2017-03-25,15.5,22.4,0.6,1.9,19,68,1015.4,7,21.1,No,Yes
2017-03-26,13.1,17.4,6.4,0,20,93,1006.5,8,16.6,Yes,Yes
2017-03-27,12.6,20.2,19.8,9.1,20,50,1008.4,4,17.4,Yes,No
2017-03-28,4.4,18.3,0,9.6,17,36,1012.6,2,17.4,No,No
2017-03-29,4.4,18.2,0,11,19,35,1015,3,17.2,No,No
2017-03-30,7.1,18.5,0,10,22,30,1011.3,6,18.2,No,No
2017-03-31,4.2,18.9,0,10.8,31,34,1009.3,2,18.1,No,No
2017-04-01,9.6,18.8,0,10,26,42,1013,5,16.5,No,No
2017-04-02,3.5,21.8,0,10.3,11,34,1021.2,1,21.2,No,No
2017-04-03,5.3,23.3,0,5.6,37,26,1010.5,8,22.5,No,Yes
2017-04-04,7,14.3,2.6,9.7,33,40,1012.7,3,13.7,Yes,No
2017-04-05,0.4,18.9,0,9.6,7,33,1019.1,1,17.6,No,No
2017-04-06,3.2,21.4,0,10.6,7,27,1022.3,1,20.5,No,No
2017-04-07,5.9,21.8,0,9.3,11,35,1024.1,5,20.8,No,No
2017-04-08,8.1,20.5,0,7.8,11,48,1024,5,19.5,No,No
2017-04-09,6.9,18.9,0,4.1,9,45,1025.4,4,17.8,No,No
2017-04-10,5.6,19.5,0,6.8,6,49,1021.8,4,18.6,No,No
2017-04-11,7.2,22.9,0,9.5,6,28,1019.2,1,22.2,No,No
2017-04-12,7.1,23.4,0,10.2,7,29,1016.9,1,22.4,No,No
2017-04-13,6.1,24.1,0,6.1,11,32,1015.8,3,23.7,No,Yes
2017-04-14,7.1,19.8,2,7.7,15,56,1013.8,2,19.1,Yes,Yes
2017-04-15,5.6,18,5.2,9.3,20,40,1019.6,1,17.9,Yes,No
2017-04-16,5.4,20.7,0,10.8,9,36,1023.9,2,20.4,No,No
2017-04-17,6.3,19.3,0,10.6,13,39,1024.4,1,18.8,No,No
2017-04-18,5.3,21,0,6.3,7,44,1023.3,2,20.4,No,No
2017-04-19,7.9,19.7,0,8.3,11,43,1024.1,6,19.1,No,No
2017-04-20,8.4,16.1,0,4.9,22,51,1027.4,7,15.2,No,No
2017-04-21,8.1,18.7,0,7.1,30,65,1024.2,7,15.6,No,No
2017-04-22,2.4,20.6,0,10.1,7,34,1021,2,19.8,No,No
2017-04-23,5.6,18.9,0,8,22,49,1023.5,6,17.7,No,No
2017-04-24,7.5,19,0,6.8,7,43,1022.2,5,18.1,No,No
2017-04-25,2.5,21.2,0,7.9,9,55,1019.8,4,17.6,No,No
2017-04-26,5,20.9,0,8.9,7,42,1014.3,6,20.6,No,No
2017-04-27,3.8,21.7,0.2,6.5,20,34,1006.7,7,20.2,No,No
2017-04-28,7.9,18.7,0,5.8,31,51,997.7,6,16.6,No,Yes
2017-04-29,4.3,11.3,7.2,5.6,22,60,1008.1,6,8.8,Yes,No
2017-04-30,-2.1,13.8,0.2,9.5,9,40,1019.6,1,13.2,No,No
2017-05-01,-1.8,14.8,0,7,19,40,1020.5,7,13.9,No,No
2017-05-02,3.8,13.8,0,0.8,26,54,1018.5,7,12.4,No,No
2017-05-03,2.1,17.3,0,9.2,28,38,1017.3,2,15.9,No,No
2017-05-04,0.5,17.1,0,9.4,13,42,1017.4,1,16.2,No,No
2017-05-05,-0.9,16.7,0,9.3,15,42,1018.5,2,15.4,No,No
2017-05-06,0.4,19,0,8.3,19,41,1015.8,5,18.5,No,No
2017-05-07,7.5,16.8,0,3,26,53,1013.8,7,15.4,No,No
2017-05-08,8.3,17.6,0,9.4,30,43,1013.5,1,16.5,No,No
2017-05-09,-0.2,18.1,0,9.4,9,44,1018.9,1,16.9,No,No
2017-05-10,0.1,21,0,9.2,9,36,1020.3,1,20.7,No,No
2017-05-11,1.5,20.9,0,9.3,9,41,1020,1,20.9,No,No
2017-05-12,8.3,17.4,0,1.6,11,52,1021.5,7,17.2,No,No
2017-05-13,9.4,19.2,0,7.7,15,47,1020.3,1,18.8,No,No
2017-05-14,1.3,19,0,9.4,15,34,1021.4,2,18.6,No,No
2017-05-15,2.2,18.6,0,9.2,20,44,1021,3,17.8,No,No
2017-05-16,-0.4,17.9,0,8.7,20,40,1018.7,2,17.7,No,Yes
2017-05-17,4.5,16,1.8,4.3,15,69,1013.7,7,15.2,Yes,No
2017-05-18,7.9,12.3,1,1.7,24,78,1005.9,7,7.3,No,No
2017-05-19,4.3,14.1,0.8,8.8,26,53,1008.3,6,13.3,No,No
2017-05-20,-2.7,18.1,0,9.3,24,36,1014.3,1,16.7,No,No
2017-05-21,0.3,17,0,5.6,24,52,1018.6,1,16.2,No,No
2017-05-22,3.8,17.4,0,7.3,7,47,1022.9,2,16.6,No,No
2017-05-23,2.4,14.7,0,9.2,6,43,1026,1,13.8,No,No
2017-05-24,1.2,14.8,0,6.7,6,49,1024.8,1,14.5,No,No
2017-05-25,1.2,14.5,0,8.9,6,43,1023.5,1,13.9,No,No
2017-05-26,-0.3,17.5,0,8.4,15,48,1021.8,5,17.2,No,Yes
2017-05-27,4.7,18.5,3.8,5.1,6,50,1023.1,4,17.9,Yes,Yes
2017-05-28,4.9,18.1,5.2,8.5,13,55,1022.3,1,17.7,Yes,No
2017-05-29,1.4,16.8,0,8.2,6,50,1024.7,4,16.3,No,No
2017-05-30,2.2,17.5,0.2,8.5,7,45,1029.6,1,17.3,No,No
2017-05-31,-0.1,18,0,8.6,15,46,1028.7,1,17.4,No,No
2017-06-01,-0.9,18.5,0,8.9,7,38,1027.4,3,18.2,No,No
2017-06-02,0.6,14,0,2.7,7,67,1028.9,7,13.9,No,No
2017-06-03,4.6,15.7,0,0.6,6,67,1027.1,7,15.5,No,No
2017-06-04,9.8,14.4,0.8,0,11,86,1027.2,8,13.6,No,Yes
2017-06-05,10.6,15.1,3.8,2.6,20,65,1025.7,7,13.3,Yes,No
2017-06-06,7.8,15.1,0,2.7,20,65,1023.4,7,14.8,No,No
2017-06-07,4.4,16.7,0,9,4,42,1022.1,1,16.2,No,No
2017-06-08,-0.2,15.5,0,9,11,42,1027,1,14.5,No,No
2017-06-09,4.3,14.5,0,3,13,70,1031.7,7,13,No,No
2017-06-10,7.4,16.3,0,NA,19,65,1027.9,7,14.5,No,Yes
2017-06-11,8.6,13.7,6.2,0,0,94,1024.3,8,11.6,Yes,Yes
2017-06-12,10.2,15,4.8,0.5,17,65,1022.1,7,13.7,Yes,No
2017-06-13,7.3,16.4,0.2,8.5,24,48,1019.7,1,14.7,No,No
2017-06-14,8.7,13,0.6,7.1,28,58,1014.1,2,11.1,No,No
2017-06-15,1,11.8,0,7.2,24,49,1025.6,1,11,No,No
2017-06-16,2.1,14.7,0,8.2,26,57,1026.3,2,13.8,No,No
2017-06-17,6.4,16.9,0,5.9,9,51,1024.8,2,16,No,No
2017-06-18,5.4,15.5,0,5.8,7,58,1025.5,1,14.9,No,No
2017-06-19,0.4,15.5,0,4.7,9,70,1023.5,7,15,No,No
2017-06-20,4,15.9,0,2,7,63,1019.7,7,14.8,No,Yes
2017-06-21,8.4,11.7,4.8,0,7,86,1019.2,7,11.3,Yes,No
2017-06-22,0.4,13.9,0.6,7.7,19,59,1021,6,12.1,No,No
2017-06-23,4.2,14,0,7.6,9,44,1025.7,4,12.5,No,No
2017-06-24,0.9,12.9,0,6.8,15,53,1022.1,7,12.3,No,No
2017-06-25,0.8,13,0,4.1,28,69,1024.2,6,11.7,No,No
2017-06-26,4.3,12.6,0,9,28,54,1021.9,1,11.3,No,No
2017-06-27,6.3,11.8,0,6.5,28,48,1020.4,1,11.5,No,No
2017-06-28,3.5,14.3,0,8.9,24,51,1025,1,12.7,No,No
2017-06-29,-1.5,14.8,0,8,9,41,1026,3,14.5,No,No
2017-06-30,1.2,16,0,6.1,22,38,1020.9,6,14.6,No,No
2017-07-01,0.5,15.4,0,6.4,28,68,1010.2,7,12.9,No,Yes
2017-07-02,5.3,11.7,2,5.6,33,56,1012.3,1,11.1,Yes,No
2017-07-03,6.6,13.1,0.2,8.2,30,53,1014,1,12.3,No,No
2017-07-04,-1.6,11.5,0,8.9,20,53,1021.9,1,11.1,No,No
2017-07-05,-3.1,12,0,3.9,13,52,1030,6,10.2,No,No
2017-07-06,-0.1,14.2,0,7,2,55,1028.9,2,12.6,No,No
2017-07-07,-0.6,14,0,7.1,22,59,1026.3,5,13.6,No,No
2017-07-08,3,11.1,0.8,0.2,13,96,1021.1,8,8.6,No,Yes
2017-07-09,2.9,9.5,16.8,6.5,15,72,1019.6,6,7.4,Yes,No
2017-07-10,-1.3,8.8,0,2.8,15,68,1016.8,6,8,No,No
2017-07-11,1.8,8.7,0,1.2,35,85,1010.5,7,6.9,No,Yes
2017-07-12,2.9,8.4,1.6,7.7,31,66,1018.2,3,7.1,Yes,No
2017-07-13,-2.6,11.1,0.2,6.5,7,54,1022.7,7,9.9,No,No
2017-07-14,0.5,11,0,0.9,15,69,1021.9,7,10.7,No,No
2017-07-15,2.7,16.5,0,8.9,22,51,1019,1,15.9,No,No
2017-07-16,-1.7,13.6,0,5.2,17,46,1020.1,7,13.3,No,No
2017-07-17,-0.9,12.8,0.2,1.9,9,62,1020.8,7,12.1,No,No
2017-07-18,-1.8,11.5,0,4.7,24,55,1013.9,3,11,No,No
2017-07-19,1.3,10.6,0,5.6,33,73,1009.4,5,8.2,No,Yes
2017-07-20,2.4,11.6,1.2,8.1,22,48,1014.9,3,10.7,Yes,No
2017-07-21,-1.1,11,0.2,0,6,87,1009,8,8.7,No,Yes
2017-07-22,2.3,11.6,19.2,7.5,31,56,1010.3,3,11.2,Yes,No
2017-07-23,-2.2,11.6,0,9.2,28,33,1025.8,1,11,No,No
2017-07-24,-3.5,11.2,0,7.7,11,48,1031.1,5,10.1,No,No
2017-07-25,-1,12.2,0,8.4,13,51,1027.4,5,10.8,No,No
2017-07-26,-2.1,12.9,0,8.1,13,25,1020.9,1,12.3,No,No
2017-07-27,-2,11.3,0.2,5.9,19,50,1015.3,7,10.9,No,No
2017-07-28,-2.3,9.7,0,1.9,13,66,1010,7,7.8,No,Yes
2017-07-29,-1.6,10.7,1.4,9.1,37,56,1014.9,4,9.6,Yes,No
2017-07-30,0.8,12.2,0,8.6,22,49,1016.8,1,11.2,No,No
2017-07-31,-2.8,12.2,0,8.7,15,48,1014.6,1,11.5,No,No
2017-08-01,-2.8,14.1,0,6.8,26,38,1012.9,7,12.8,No,No
2017-08-02,3,9.7,1,0.7,28,82,1001.3,7,8.6,No,Yes
2017-08-03,4.4,11.5,6.6,9.3,31,56,1014.9,1,10.5,Yes,No
2017-08-04,2.3,12.8,0,9.6,24,48,1018.1,1,11.6,No,No
2017-08-05,-2,12.3,0,5.8,19,60,1018.3,7,9.1,No,No
2017-08-06,-1.9,10.9,0,4.2,26,72,1019.2,8,7.2,No,Yes
2017-08-07,4.8,14.1,4,8.3,22,48,1017.6,1,13.6,Yes,No
2017-08-08,-0.6,11.1,0,5,26,78,1015.9,7,5.7,No,Yes
2017-08-09,3.1,12.5,1.2,7.2,30,62,1019.1,2,11.3,Yes,No
2017-08-10,-2.9,9.6,0,7.3,24,70,1019,6,8.1,No,No
2017-08-11,-3.5,7.6,0.4,4.7,24,68,1012.6,6,5.1,No,No
2017-08-12,-0.3,9.3,0.4,9.9,30,60,1016.6,1,8.3,No,No
2017-08-13,0.1,10.4,0,7.9,24,63,1020.1,6,8.6,No,No
2017-08-14,2.3,12.2,0,9.8,30,41,1022.4,1,10.4,No,No
2017-08-15,2.1,10.7,0,9.4,39,45,1018.2,1,9.5,No,No
2017-08-16,4.6,14.7,0,8.4,33,51,1012.4,3,12,No,No
2017-08-17,3.7,14.2,0,10,28,27,1011.8,1,13.5,No,No
2017-08-18,-1.3,11.6,0,10.4,17,35,1022,1,10.8,No,No
2017-08-19,-3.4,12.5,0,6.8,30,30,1021.8,7,11.2,No,No
2017-08-20,-5.3,13.1,0,7.9,20,47,1025.6,6,12.2,No,No
2017-08-21,0,14,0,4.7,24,36,1024.4,7,12.4,No,No
2017-08-22,2.4,14.1,0,1.8,30,27,1017.8,8,13.2,No,No
2017-08-23,-0.6,12.2,0,7,26,44,1016.8,5,10.7,No,No
2017-08-24,2.3,11.6,0,9.5,17,38,1025.5,1,11.1,No,No
2017-08-25,-3.7,14.4,0,10.4,11,28,1028,0,14,No,No
2017-08-26,-0.9,14.2,0,7.8,19,34,1024.4,6,12.8,No,No
2017-08-27,-1.5,17.3,0,9,26,23,1020.3,7,15.8,No,No
2017-08-28,-3.3,15.1,0,NA,13,23,1025.5,1,14.4,No,No
2017-08-29,-0.1,14.7,0,9.9,15,43,1025.9,5,12.3,No,No
2017-08-30,-0.2,16.2,0,5.9,20,45,1022.9,6,14.6,No,No
2017-08-31,0.5,16.3,0,4.1,6,45,1017.5,8,15.4,No,Yes
2017-09-01,6.1,17.2,4,2.4,15,85,1010.4,7,12.6,Yes,Yes
2017-09-02,4.1,14.8,7.4,10.8,28,34,1021.7,1,14.3,Yes,No
2017-09-03,0.1,16.7,0,10.2,13,44,1024.8,4,14.9,No,No
2017-09-04,3.2,12.1,0,3.9,20,51,1033.2,5,11.1,No,No
2017-09-05,5.4,11.3,0.2,0.6,17,61,1031.9,7,10.2,No,No
2017-09-06,5.8,12.4,0,0,13,73,1023.5,8,10.8,No,No
2017-09-07,6.3,16.1,0,2.9,24,33,1016.2,7,15.7,No,No
2017-09-08,-0.9,16.7,0,8.6,22,33,1013.9,7,15.5,No,No
2017-09-09,0.2,15.5,1,9.4,11,37,1018.2,1,15.3,No,No
2017-09-10,-3.7,14.7,0,10.9,22,25,1020.9,0,13.4,No,No
2017-09-11,-2.7,15.2,0,9.7,20,35,1017.9,2,14.9,No,No
2017-09-12,-2.5,16.6,0,9.9,20,20,1013.9,1,16.3,No,No
2017-09-13,-0.5,21.6,0,9.9,26,27,1010.9,5,21.5,No,No
2017-09-14,9,25.5,0,10.2,26,31,1011.4,1,25.1,No,Yes
2017-09-15,13.1,19.4,9.8,6,30,43,1006,1,18.2,Yes,Yes
2017-09-16,8.7,19.7,1.6,8,52,33,1001.5,6,18.5,Yes,Yes
2017-09-17,3.9,13.2,3.4,11,31,33,1017.6,1,12.2,Yes,No
2017-09-18,0.7,14.1,0,9,7,43,1022.1,1,13.7,No,No
2017-09-19,1.1,18,0,8.6,28,36,1015.6,1,17.8,No,No
2017-09-20,5.1,23.3,0,10.3,28,30,1011.7,1,22.4,No,No
2017-09-21,7.5,23.3,0,10.9,41,15,1010.9,0,21.3,No,No
2017-09-22,4.7,19.5,0,11,33,25,1015.1,0,18.3,No,No
2017-09-23,3.2,21.9,0,5.2,20,50,1006.5,8,21,No,Yes
2017-09-24,7.8,16.2,17.4,7.9,22,44,1017.8,1,14.3,Yes,No
2017-09-25,2.4,17.3,0,11.3,6,33,1027.7,1,16.5,No,No
2017-09-26,3.2,18.7,0,11.1,13,32,1026.9,1,18.1,No,No
2017-09-27,2.5,20.9,0,10.6,26,35,1020.6,6,20,No,No
2017-09-28,6.5,25.7,0,10.5,24,25,1016.4,1,24.7,No,No
2017-09-29,14.4,24.3,0,11.1,30,25,1009.9,1,23,No,No
2017-09-30,4.9,18.9,0,9.4,22,32,1013.9,7,16,No,No
2017-10-01,2.3,16.8,0,11.4,28,34,1017,1,16.3,No,No
2017-10-02,1.4,20.6,0,11.1,30,16,1015.4,1,19.5,No,No
2017-10-03,5.6,27.6,0,11,28,21,1014.1,0,26.7,No,No
2017-10-04,16.8,28.9,0,10.8,41,22,1011.8,1,28.4,No,Yes
2017-10-05,14.4,20.7,7.6,4.9,19,65,1013.2,4,19.3,Yes,Yes
2017-10-06,10.3,21.3,3,6.7,19,46,1013.6,1,19.8,Yes,No
2017-10-07,11.2,18,0,8.4,33,40,1005.3,4,16.2,No,Yes
2017-10-08,0.3,16,8.2,11.8,28,45,1013.3,1,14.6,Yes,No
2017-10-09,0.5,17.9,0,11.5,26,33,1017.5,1,16.6,No,No
